Datum (Gastag, 6:00–6:00);VHP-Index [Eurocent/kWh];VHP-Index inkl. (+2%) [Eurocent/kWh];VHP-Index inkl. (-2%) [Eurocent/kWh];RE-Preis Min. (inkl. Transportkosten) [Eurocent/kWh];RE-Preis Max. (inkl. Transportkosten) [Eurocent/kWh];Transportkostenanteil Einkauf [Eurocent/kWh];Transportkostenanteil Verkauf [Eurocent/kWh];Preis fuer neg. Ausgleichsenergie [Eurocent/kWh];Preis fuer pos. Ausgleichsenergie [Eurocent/kWh];Preis fuer neg. Ausgleichsenergie [Euro/MWh];Preis fuer pos. Ausgleichsenergie [Euro/MWh]
26.02.2017;1,8122;1,8484;1,776;0;1,885;0;0;1,776;1,885;17,76;18,85
27.02.2017;1,7915;1,8273;1,7557;1,5892;1,875;0;0,1158;1,5892;1,875;15,892;18,75
28.02.2017;1,7504;1,7854;1,7154;1,605;1,84;0;0;1,605;1,84;16,05;18,4
01.03.2017;1,7577;1,7929;1,7225;0;1,7916;0,0741;0;1,7225;1,7929;17,225;17,929
02.03.2017;1,7184;1,7528;1,684;;1,84;0,0741;;1,684;1,84;16,84;18,4
03.03.2017;1,7325;1,7672;1,6979;;1,785;;;1,6979;1,785;16,979;17,85
04.03.2017;1,6741;1,7076;1,6406;1,5279;1,74;;0,0847;1,5279;1,74;15,279;17,4
05.03.2017;1,6676;1,701;1,6342;1,55;1,7391;0,0741;;1,55;1,7391;15,5;17,391
06.03.2017;1,7061;1,7402;1,672;;1,7625;;;1,672;1,7625;16,72;17,625
07.03.2017;1,7038;1,7379;1,6697;1,6025;1,81;0;0;1,6025;1,81;16,025;18,1
08.03.2017;1,7195;1,7539;1,6851;;1,8016;0,0741;;1,6851;1,8016;16,851;18,016
09.03.2017;1,6573;1,6904;1,6242;1,54;1,7341;0,0741;0;1,54;1,7341;15,4;17,341
10.03.2017;1,6527;1,6858;1,6196;;;;;1,6196;1,6858;16,196;16,858
11.03.2017;1,6101;1,6423;1,5779;1,335;;;0;1,335;1,6423;13,35;16,423
12.03.2017;1,6364;1,6691;1,6037;;1,6566;0,0741;;1,6037;1,6691;16,037;16,691
13.03.2017;1,6541;1,6872;1,621;;;;;1,621;1,6872;16,21;16,872
14.03.2017;1,6186;1,651;1,5862;;;;;1,5862;1,651;15,862;16,51
15.03.2017;1,6294;1,662;1,5968;;;;;1,5968;1,662;15,968;16,62
16.03.2017;1,6321;1,6647;1,5995;1,3175;;;;1,3175;1,6647;13,175;16,647
17.03.2017;1,6129;1,6452;1,5806;;;;;1,5806;1,6452;15,806;16,452
18.03.2017;1,5913;1,6231;1,5595;;1,675;;;1,5595;1,675;15,595;16,75
19.03.2017;1,5911;1,6229;1,5593;;1,6975;0;;1,5593;1,6975;15,593;16,975
20.03.2017;1,6015;1,6335;1,5695;;1,6691;0,0741;;1,5695;1,6691;15,695;16,691
21.03.2017;1,5934;1,6253;1,5615;;1,64;;;1,5615;1,64;15,615;16,4
22.03.2017;1,5901;1,6219;1,5583;;1,6375;;;1,5583;1,6375;15,583;16,375
23.03.2017;1,571;1,6024;1,5396;;;;;1,5396;1,6024;15,396;16,024
24.03.2017;1,5732;1,6047;1,5417;;;;;1,5417;1,6047;15,417;16,047
25.03.2017;1,5089;1,5391;1,4787;1,38;;;;1,38;1,5391;13,8;15,391
26.03.2017;1,503;1,5331;1,4729;1,3654;;;0,0847;1,3654;1,5331;13,654;15,331
27.03.2017;1,5092;1,5394;1,479;1,2725;;;0;1,2725;1,5394;12,725;15,394
28.03.2017;1,4789;1,5085;1,4493;1,34;;;0;1,34;1,5085;13,4;15,085
29.03.2017;1,4999;1,5299;1,4699;;;;;1,4699;1,5299;14,699;15,299
30.03.2017;1,5328;1,5635;1,5021;1,4225;;;;1,4225;1,5635;14,225;15,635
31.03.2017;1,5373;1,568;1,5066;;;;;1,5066;1,568;15,066;15,68
01.04.2017;1,5732;1,6047;1,5417;0;0;0;0;1,5417;1,6047;15,417;16,047
02.04.2017;1,5729;1,6044;1,5414;0;0;0;0;1,5414;1,6044;15,414;16,044
03.04.2017;1,6016;1,6336;1,5696;0;0;0;0;1,5696;1,6336;15,696;16,336
04.04.2017;1,6208;1,6532;1,5884;0;0;0;0;1,5884;1,6532;15,884;16,532
05.04.2017;1,637;1,6697;1,6043;0;0;0;0;1,6043;1,6697;16,043;16,697
06.04.2017;1,6469;1,6798;1,614;0;0;0;0;1,614;1,6798;16,14;16,798
07.04.2017;1,6423;1,6751;1,6095;0;0;0;0;1,6095;1,6751;16,095;16,751
08.04.2017;1,6062;1,6383;1,5741;1,395;1,678;0,068;0;1,395;1,678;13,95;16,78
09.04.2017;1,6076;1,6398;1,5754;0;0;0;0;1,5754;1,6398;15,754;16,398
10.04.2017;1,5879;1,6197;1,5561;1,4;0;0;0;1,4;1,6197;14;16,197
11.04.2017;1,6005;1,6325;1,5685;0;1,7155;0,068;0;1,5685;1,7155;15,685;17,155
12.04.2017;1,5868;1,6185;1,5551;0;1,658;0,068;0;1,5551;1,658;15,551;16,58
13.04.2017;1,5976;1,6296;1,5656;0;1,673;0,068;0;1,5656;1,673;15,656;16,73
14.04.2017;1,5933;1,6252;1,5614;1,5029;1,6775;0;0,0847;1,5029;1,6775;15,029;16,775
15.04.2017;1,5918;1,6236;1,56;0;1,6475;0;0;1,56;1,6475;15,6;16,475
16.04.2017;1,589;1,6208;1,5572;1,53;0;0;0;1,53;1,6208;15,3;16,208
17.04.2017;1,5906;1,6224;1,5588;1,475;0;0;0;1,475;1,6224;14,75;16,224
18.04.2017;1,6186;1,651;1,5862;1,53;0;0;0;1,53;1,651;15,3;16,51
19.04.2017;1,6473;1,6802;1,6144;1,5;0;0;0;1,5;1,6802;15;16,802
20.04.2017;1,6834;1,7171;1,6497;1,5175;0;0;0;1,5175;1,7171;15,175;17,171
21.04.2017;1,6183;1,6507;1,5859;1,445;0;0;0;1,445;1,6507;14,45;16,507
22.04.2017;1,6519;1,6849;1,6189;1,525;0;0;0;1,525;1,6849;15,25;16,849
23.04.2017;1,6522;1,6852;1,6192;1,54;0;0;0;1,54;1,6852;15,4;16,852
24.04.2017;1,6551;1,6882;1,622;1,5575;0;0;0;1,5575;1,6882;15,575;16,882
25.04.2017;1,6651;1,6984;1,6318;1,505;0;0;0;1,505;1,6984;15,05;16,984
26.04.2017;1,65;1,683;1,617;1,5025;0;0;0;1,5025;1,683;15,025;16,83
27.04.2017;1,646;1,6789;1,6131;1,405;0;0;0;1,405;1,6789;14,05;16,789
28.04.2017;1,6591;1,6923;1,6259;1,46;0;0;0;1,46;1,6923;14,6;16,923
29.04.2017;1,6361;1,6688;1,6034;1,37;0;0;0;1,37;1,6688;13,7;16,688
30.04.2017;1,5984;1,6304;1,5664;1,2025;0;0;0;1,2025;1,6304;12,025;16,304
01.05.2017;1,6529;1,686;1,6198;1,56;0;0;0;1,56;1,686;15,6;16,86
02.05.2017;1,668;1,7014;1,6346;1,58;;;;1,58;1,7014;15,8;17,014
03.05.2017;1,6933;1,7272;1,6594;;;;;1,6594;1,7272;16,594;17,272
04.05.2017;1,6902;1,724;1,6564;1,5709;;;0,0691;1,5709;1,724;15,709;17,24
05.05.2017;1,652;1,685;1,619;;;;;1,619;1,685;16,19;16,85
06.05.2017;1,6192;1,6516;1,5868;;1,695;;;1,5868;1,695;15,868;16,95
07.05.2017;1,6075;1,6397;1,5754;1,4825;;;0;1,4825;1,6397;14,825;16,397
08.05.2017;1,627;1,6595;1,5945;;;;;1,5945;1,6595;15,945;16,595
09.05.2017;1,6166;1,6489;1,5843;1,485;;;;1,485;1,6489;14,85;16,489
10.05.2017;1,6265;1,659;1,594;1,5;;;;1,5;1,659;15;16,59
11.05.2017;1,607;1,6391;1,5749;1,44;;;0;1,44;1,6391;14,4;16,391
12.05.2017;1,5471;1,578;1,5162;1,35;;;0;1,35;1,578;13,5;15,78
13.05.2017;1,5314;1,562;1,5008;1,38;;;;1,38;1,562;13,8;15,62
14.05.2017;1,5114;1,5416;1,4812;1,405;;;;1,405;1,5416;14,05;15,416
15.05.2017;1,544;1,5749;1,5131;1,4025;;;;1,4025;1,5749;14,025;15,749
16.05.2017;1,5706;1,602;1,5392;;;;;1,5392;1,602;15,392;16,02
17.05.2017;1,5392;1,57;1,5084;0,8;;;0;0,8;1,57;8;15,7
18.05.2017;1,5452;1,5761;1,5143;1,11;;;0;1,11;1,5761;11,1;15,761
19.05.2017;1,5762;1,6077;1,5447;1,41;;;;1,41;1,6077;14,1;16,077
20.05.2017;1,5705;1,6019;1,5391;1,4825;;;;1,4825;1,6019;14,825;16,019
21.05.2017;1,5704;1,6018;1,539;;;;;1,539;1,6018;15,39;16,018
22.05.2017;1,5701;1,6015;1,5387;;;;;1,5387;1,6015;15,387;16,015
23.05.2017;1,5542;1,5853;1,5231;1,425;;;;1,425;1,5853;14,25;15,853
24.05.2017;1,5657;1,597;1,5344;1,49;;;;1,49;1,597;14,9;15,97
25.05.2017;1,5594;1,5906;1,5282;1,43;;;0;1,43;1,5906;14,3;15,906
26.05.2017;1,5286;1,5592;1,498;1,4;;;0;1,4;1,5592;14;15,592
27.05.2017;1,5123;1,5425;1,4821;1,405;;;0;1,405;1,5425;14,05;15,425
28.05.2017;1,5279;1,5585;1,4973;1,4275;;;;1,4275;1,5585;14,275;15,585
29.05.2017;1,5557;1,5868;1,5246;1,475;;;;1,475;1,5868;14,75;15,868
30.05.2017;1,5703;1,6017;1,5389;;;;;1,5389;1,6017;15,389;16,017
31.05.2017;1,5824;1,614;1,5508;;;;;1,5508;1,614;15,508;16,14
01.06.2017;1,5584;1,5896;1,5272;0;0;0;0;1,5272;1,5896;15,272;15,896
02.06.2017;1,5409;1,5717;1,5101;0;0;0;0;1,5101;1,5717;15,101;15,717
03.06.2017;1,5102;1,5404;1,48;0;0;0;0;1,48;1,5404;14,8;15,404
04.06.2017;1,5103;1,5405;1,4801;0;0;0;0;1,4801;1,5405;14,801;15,405
05.06.2017;1,5114;1,5416;1,4812;1,43;0;0;0;1,43;1,5416;14,3;15,416
06.06.2017;1,5293;1,5599;1,4987;0;0;0;0;1,4987;1,5599;14,987;15,599
07.06.2017;1,5246;1,5551;1,4941;0;0;0;0;1,4941;1,5551;14,941;15,551
08.06.2017;1,5296;1,5602;1,499;0;0;0;0;1,499;1,5602;14,99;15,602
09.06.2017;1,5349;1,5656;1,5042;1,4475;0;0;0;1,4475;1,5656;14,475;15,656
10.06.2017;1,5317;1,5623;1,5011;0;0;0;0;1,5011;1,5623;15,011;15,623
11.06.2017;1,5302;1,5608;1,4996;0;0;0;0;1,4996;1,5608;14,996;15,608
12.06.2017;1,5326;1,5633;1,5019;0;0;0;0;1,5019;1,5633;15,019;15,633
13.06.2017;1,514;1,5443;1,4837;1,4;0;0;0;1,4;1,5443;14;15,443
14.06.2017;1,5075;1,5377;1,4774;1,4;0;0;0;1,4;1,5377;14;15,377
15.06.2017;1,5073;1,5374;1,4772;0;0;0;0;1,4772;1,5374;14,772;15,374
16.06.2017;1,4953;1,5252;1,4654;0;0;0;0;1,4654;1,5252;14,654;15,252
17.06.2017;1,4977;1,5277;1,4677;0;0;0;0;1,4677;1,5277;14,677;15,277
18.06.2017;1,4972;1,5271;1,4673;0;0;0;0;1,4673;1,5271;14,673;15,271
19.06.2017;1,5003;1,5303;1,4703;0;0;0;0;1,4703;1,5303;14,703;15,303
20.06.2017;1,5083;1,5385;1,4781;1,435;0;0;0;1,435;1,5385;14,35;15,385
21.06.2017;1,5099;1,5401;1,4797;0;0;0;0;1,4797;1,5401;14,797;15,401
22.06.2017;1,507;1,5371;1,4769;1,405;0;0;0;1,405;1,5371;14,05;15,371
23.06.2017;1,4816;1,5112;1,452;1,35;0;0;0;1,35;1,5112;13,5;15,112
24.06.2017;1,4824;1,512;1,4528;0;0;0;0;1,4528;1,512;14,528;15,12
25.06.2017;1,4829;1,5126;1,4532;0;0;0;0;1,4532;1,5126;14,532;15,126
26.06.2017;1,4997;1,5297;1,4697;0;0;0;0;1,4697;1,5297;14,697;15,297
27.06.2017;1,5045;1,5346;1,4744;1,405;0;0;0;1,405;1,5346;14,05;15,346
28.06.2017;1,5169;1,5472;1,4866;0;0;0;0;1,4866;1,5472;14,866;15,472
29.06.2017;1,5277;1,5583;1,4971;0;0;0;0;1,4971;1,5583;14,971;15,583
30.06.2017;1,5345;1,5652;1,5038;0;0;0;0;1,5038;1,5652;15,038;15,652
01.07.2017;1,5145;1,5448;1,4842;;;;;1,4842;1,5448;14,842;15,448
02.07.2017;1,5161;1,5464;1,4858;;;;;1,4858;1,5464;14,858;15,464
03.07.2017;1,5241;1,5546;1,4936;;;;;1,4936;1,5546;14,936;15,546
04.07.2017;1,5401;1,5709;1,5093;;;;;1,5093;1,5709;15,093;15,709
05.07.2017;1,546;1,5769;1,5151;;;;;1,5151;1,5769;15,151;15,769
06.07.2017;1,5235;1,554;1,493;1,415;;;;1,415;1,554;14,15;15,54
07.07.2017;1,5315;1,5621;1,5009;;;;;1,5009;1,5621;15,009;15,621
08.07.2017;1,5187;1,5491;1,4883;;;;;1,4883;1,5491;14,883;15,491
09.07.2017;1,5189;1,5493;1,4885;;;;;1,4885;1,5493;14,885;15,493
10.07.2017;1,5254;1,5559;1,4949;;;;;1,4949;1,5559;14,949;15,559
11.07.2017;1,511;1,5412;1,4808;;;;;1,4808;1,5412;14,808;15,412
12.07.2017;1,4952;1,5251;1,4653;;;;;1,4653;1,5251;14,653;15,251
13.07.2017;1,4937;1,5236;1,4638;;;;;1,4638;1,5236;14,638;15,236
14.07.2017;1,4938;1,5237;1,4639;;;;;1,4639;1,5237;14,639;15,237
15.07.2017;1,4959;1,5258;1,466;;;;;1,466;1,5258;14,66;15,258
16.07.2017;1,4676;1,497;1,4382;1,325;;;0;1,325;1,497;13,25;14,97
17.07.2017;1,4838;1,5135;1,4541;1,36;;;;1,36;1,5135;13,6;15,135
18.07.2017;1,5031;1,5332;1,473;1,4275;;;;1,4275;1,5332;14,275;15,332
19.07.2017;1,5042;1,5343;1,4741;1,3;;;;1,3;1,5343;13;15,343
20.07.2017;1,5062;1,5363;1,4761;;;;;1,4761;1,5363;14,761;15,363
21.07.2017;1,5212;1,5516;1,4908;;;;;1,4908;1,5516;14,908;15,516
22.07.2017;1,5081;1,5383;1,4779;;;;;1,4779;1,5383;14,779;15,383
23.07.2017;1,4918;1,5216;1,462;1,3675;;;;1,3675;1,5216;13,675;15,216
24.07.2017;1,499;1,529;1,469;1,3975;;;;1,3975;1,529;13,975;15,29
25.07.2017;1,4997;1,5297;1,4697;;;;;1,4697;1,5297;14,697;15,297
26.07.2017;1,5026;1,5327;1,4725;;;;;1,4725;1,5327;14,725;15,327
27.07.2017;1,5266;1,5571;1,4961;;;;;1,4961;1,5571;14,961;15,571
28.07.2017;1,5273;1,5578;1,4968;;;;;1,4968;1,5578;14,968;15,578
29.07.2017;1,5045;1,5346;1,4744;1,415;;;0;1,415;1,5346;14,15;15,346
30.07.2017;1,4683;1,4977;1,4389;1,2175;;;0;1,2175;1,4977;12,175;14,977
31.07.2017;1,5096;1,5398;1,4794;;;;;1,4794;1,5398;14,794;15,398
01.08.2017;1,5129;1,5432;1,4826;0;0;0;0;1,4826;1,5432;14,826;15,432
02.08.2017;1,488;1,5178;1,4582;0;0;0;0;1,4582;1,5178;14,582;15,178
03.08.2017;1,4951;1,525;1,4652;0;0;0;0;1,4652;1,525;14,652;15,25
04.08.2017;1,5064;1,5365;1,4763;0;1,5954;0,0554;0;1,4763;1,5954;14,763;15,954
05.08.2017;1,5159;1,5462;1,4856;0;0;0;0;1,4856;1,5462;14,856;15,462
06.08.2017;1,5177;1,5481;1,4873;0;0;0;0;1,4873;1,5481;14,873;15,481
07.08.2017;1,5246;1,5551;1,4941;0;0;0;0;1,4941;1,5551;14,941;15,551
08.08.2017;1,5475;1,5785;1,5166;0;0;0;0;1,5166;1,5785;15,166;15,785
09.08.2017;1,5453;1,5762;1,5144;0;0;0;0;1,5144;1,5762;15,144;15,762
10.08.2017;1,5771;1,6086;1,5456;0;0;0;0;1,5456;1,6086;15,456;16,086
11.08.2017;1,6075;1,6397;1,5754;0;0;0;0;1,5754;1,6397;15,754;16,397
12.08.2017;1,6049;1,637;1,5728;0;0;0;0;1,5728;1,637;15,728;16,37
13.08.2017;1,6011;1,6331;1,5691;0;0;0;0;1,5691;1,6331;15,691;16,331
14.08.2017;1,6045;1,6366;1,5724;0;0;0;0;1,5724;1,6366;15,724;16,366
15.08.2017;1,6022;1,6342;1,5702;0;0;0;0;1,5702;1,6342;15,702;16,342
16.08.2017;1,5889;1,6207;1,5571;0;0;0;0;1,5571;1,6207;15,571;16,207
17.08.2017;1,5886;1,6204;1,5568;1,4;0;0;0;1,4;1,6204;14;16,204
18.08.2017;1,622;1,6544;1,5896;0;0;0;0;1,5896;1,6544;15,896;16,544
19.08.2017;1,6158;1,6481;1,5835;0;0;0;0;1,5835;1,6481;15,835;16,481
20.08.2017;1,6113;1,6435;1,5791;1,52;0;0;0;1,52;1,6435;15,2;16,435
21.08.2017;1,6255;1,658;1,593;0;0;0;0;1,593;1,658;15,93;16,58
22.08.2017;1,634;1,6667;1,6013;0;0;0;0;1,6013;1,6667;16,013;16,667
23.08.2017;1,6117;1,6439;1,5795;0;0;0;0;1,5795;1,6439;15,795;16,439
24.08.2017;1,6305;1,6631;1,5979;0;0;0;0;1,5979;1,6631;15,979;16,631
25.08.2017;1,6328;1,6655;1,6001;1,515;0;0;0;1,515;1,6655;15,15;16,655
26.08.2017;1,618;1,6504;1,5856;1,465;0;0;0;1,465;1,6504;14,65;16,504
27.08.2017;1,6132;1,6455;1,5809;1,5;0;0;0;1,5;1,6455;15;16,455
28.08.2017;1,6324;1,665;1,5998;0;0;0;0;1,5998;1,665;15,998;16,65
29.08.2017;1,6273;1,6598;1,5948;0;0;0;0;1,5948;1,6598;15,948;16,598
30.08.2017;1,6339;1,6666;1,6012;0;0;0;0;1,6012;1,6666;16,012;16,666
31.08.2017;1,6569;1,69;1,6238;0;0;0;0;1,6238;1,69;16,238;16,9
01.09.2017;1,6408;1,6736;1,608;0;0;0;0;1,608;1,6736;16,08;16,736
02.09.2017;1,6333;1,666;1,6006;;;;;1,6006;1,666;16,006;16,66
03.09.2017;1,6132;1,6455;1,5809;1,45;;;0;1,45;1,6455;14,5;16,455
04.09.2017;1,6457;1,6786;1,6128;;;;;1,6128;1,6786;16,128;16,786
05.09.2017;1,6424;1,6752;1,6096;;;;;1,6096;1,6752;16,096;16,752
06.09.2017;1,6683;1,7017;1,6349;;;;;1,6349;1,7017;16,349;17,017
07.09.2017;1,6768;1,7103;1,6433;1,6046;;;0,0654;1,6046;1,7103;16,046;17,103
08.09.2017;1,6732;1,7067;1,6397;;;;;1,6397;1,7067;16,397;17,067
09.09.2017;1,6615;1,6947;1,6283;;;;;1,6283;1,6947;16,283;16,947
10.09.2017;1,663;1,6963;1,6297;;;;;1,6297;1,6963;16,297;16,963
11.09.2017;1,6878;1,7216;1,654;;;;;1,654;1,7216;16,54;17,216
12.09.2017;1,7287;1,7633;1,6941;;;;;1,6941;1,7633;16,941;17,633
13.09.2017;1,7327;1,7674;1,698;;;;;1,698;1,7674;16,98;17,674
14.09.2017;1,7626;1,7979;1,7273;;;;;1,7273;1,7979;17,273;17,979
15.09.2017;1,8005;1,8365;1,7645;;1,8979;0,0554;;1,7645;1,8979;17,645;18,979
16.09.2017;1,7604;1,7956;1,7252;;;;;1,7252;1,7956;17,252;17,956
17.09.2017;1,7596;1,7948;1,7244;;;;;1,7244;1,7948;17,244;17,948
18.09.2017;1,7777;1,8133;1,7421;;1,8404;0,0554;;1,7421;1,8404;17,421;18,404
19.09.2017;1,7704;1,8058;1,735;;;;;1,735;1,8058;17,35;18,058
20.09.2017;1,7633;1,7986;1,728;;;;;1,728;1,7986;17,28;17,986
21.09.2017;1,7412;1,776;1,7064;;;;;1,7064;1,776;17,064;17,76
22.09.2017;1,6889;1,7227;1,6551;;;;;1,6551;1,7227;16,551;17,227
23.09.2017;1,664;1,6973;1,6307;;;;;1,6307;1,6973;16,307;16,973
24.09.2017;1,6641;1,6974;1,6308;;;;;1,6308;1,6974;16,308;16,974
25.09.2017;1,6794;1,713;1,6458;;;;;1,6458;1,713;16,458;17,13
26.09.2017;1,7326;1,7673;1,6979;;;;;1,6979;1,7673;16,979;17,673
27.09.2017;1,7635;1,7988;1,7282;;;;;1,7282;1,7988;17,282;17,988
28.09.2017;1,7455;1,7804;1,7106;;;;;1,7106;1,7804;17,106;17,804
29.09.2017;1,7634;1,7987;1,7281;;;;;1,7281;1,7987;17,281;17,987
30.09.2017;1,6716;1,705;1,6382;;1,6629;0,0554;;1,6382;1,705;16,382;17,05
01.10.2017;1,6688;1,7022;1,6354;0;1,7502;0,0727;0;1,6354;1,7502;16,354;17,502
02.10.2017;1,6699;1,7033;1,6365;0;0;0;0;1,6365;1,7033;16,365;17,033
03.10.2017;1,6879;1,7217;1,6541;0;1,7677;0,0727;0;1,6541;1,7677;16,541;17,677
04.10.2017;1,717;1,7513;1,6827;0;0;0;0;1,6827;1,7513;16,827;17,513
05.10.2017;1,7779;1,8135;1,7423;0;1,9875;0;0;1,7423;1,9875;17,423;19,875
06.10.2017;1,7962;1,8321;1,7603;0;1,9007;0,1182;0;1,7603;1,9007;17,603;19,007
07.10.2017;1,7939;1,8298;1,758;0;1,885;0;0;1,758;1,885;17,58;18,85
08.10.2017;1,7837;1,8194;1,748;0;1,88;0;0;1,748;1,88;17,48;18,8
09.10.2017;1,8133;1,8496;1,777;0;1,9425;0;0;1,777;1,9425;17,77;19,425
10.10.2017;1,8359;1,8726;1,7992;0;1,9;0;0;1,7992;1,9;17,992;19
11.10.2017;1,8057;1,8418;1,7696;0;1,8675;0;0;1,7696;1,8675;17,696;18,675
12.10.2017;1,7538;1,7889;1,7187;0;1,8327;0,0727;0;1,7187;1,8327;17,187;18,327
13.10.2017;1,7161;1,7504;1,6818;0;1,7954;0,0604;0;1,6818;1,7954;16,818;17,954
14.10.2017;1,6832;1,7169;1,6495;0;1,74;0;0;1,6495;1,74;16,495;17,4
15.10.2017;1,6735;1,707;1,64;0;0;0;0;1,64;1,707;16,4;17,07
16.10.2017;1,6644;1,6977;1,6311;0;0;0;0;1,6311;1,6977;16,311;16,977
17.10.2017;1,6719;1,7053;1,6385;0;0;0;0;1,6385;1,7053;16,385;17,053
18.10.2017;1,6843;1,718;1,6506;0;1,7677;0,0727;0;1,6506;1,7677;16,506;17,677
19.10.2017;1,7201;1,7545;1,6857;0;1,8102;0,0727;0;1,6857;1,8102;16,857;18,102
20.10.2017;1,7009;1,7349;1,6669;0;1,8027;0,0727;0;1,6669;1,8027;16,669;18,027
21.10.2017;1,671;1,7044;1,6376;0;1,7425;0;0;1,6376;1,7425;16,376;17,425
22.10.2017;1,6755;1,709;1,642;0;1,8225;0;0;1,642;1,8225;16,42;18,225
23.10.2017;1,7588;1,794;1,7236;0;2,5;0;0;1,7236;2,5;17,236;25
24.10.2017;1,7194;1,7538;1,685;0;1,7975;0;0;1,685;1,7975;16,85;17,975
25.10.2017;1,7004;1,7344;1,6664;0;1,7185;0,0585;0;1,6664;1,7344;16,664;17,344
26.10.2017;1,7465;1,7814;1,7116;0;1,8086;0,1011;0;1,7116;1,8086;17,116;18,086
27.10.2017;1,7271;1,7616;1,6926;0;1,8;0;0;1,6926;1,8;16,926;18
28.10.2017;1,717;1,7513;1,6827;0;1,83;0;0;1,6827;1,83;16,827;18,3
29.10.2017;1,7209;1,7553;1,6865;0;1,815;0;0;1,6865;1,815;16,865;18,15
30.10.2017;1,7602;1,7954;1,725;0;1,8425;0;0;1,725;1,8425;17,25;18,425
31.10.2017;1,8043;1,8404;1,7682;0;1,8823;0,0798;0;1,7682;1,8823;17,682;18,823
01.11.2017;1,8024;1,8384;1,7664;0;1,89;0;0;1,7664;1,89;17,664;18,9
02.11.2017;1,8373;1,874;1,8006;0;1,9175;0;0;1,8006;1,9175;18,006;19,175
03.11.2017;1,8231;1,8596;1,7866;0;1,8825;0;0;1,7866;1,8825;17,866;18,825
04.11.2017;1,7944;1,8303;1,7585;0;1,9;0;0;1,7585;1,9;17,585;19
05.11.2017;1,8001;1,8361;1,7641;1,7227;1,875;0;0,0573;1,7227;1,875;17,227;18,75
06.11.2017;1,8621;1,8993;1,8249;0;2,0837;0,1437;0;1,8249;2,0837;18,249;20,837
07.11.2017;1,9073;1,9454;1,8692;0;2,0364;0,0889;0;1,8692;2,0364;18,692;20,364
08.11.2017;1,9188;1,9572;1,8804;0;1,985;0;0;1,8804;1,985;18,804;19,85
09.11.2017;1,9164;1,9547;1,8781;0;0;0;0;1,8781;1,9547;18,781;19,547
10.11.2017;1,9288;1,9674;1,8902;0;1,98;0;0;1,8902;1,98;18,902;19,8
11.11.2017;1,9771;2,0166;1,9376;0;2,162;0,162;0;1,9376;2,162;19,376;21,62
12.11.2017;1,9664;2,0057;1,9271;0;2,07;0;0;1,9271;2,07;19,271;20,7
13.11.2017;1,9662;2,0055;1,9269;0;2,065;0;0;1,9269;2,065;19,269;20,65
14.11.2017;1,9732;2,0127;1,9337;0;2,0675;0;0;1,9337;2,0675;19,337;20,675
15.11.2017;1,9157;1,954;1,8774;1,8175;0;0;0;1,8175;1,954;18,175;19,54
16.11.2017;1,8838;1,9215;1,8461;0;0;0;0;1,8461;1,9215;18,461;19,215
17.11.2017;1,9359;1,9746;1,8972;0;2;0;0;1,8972;2;18,972;20
18.11.2017;1,9057;1,9438;1,8676;0;1,9725;0;0;1,8676;1,9725;18,676;19,725
19.11.2017;1,9137;1,952;1,8754;0;2,005;0;0;1,8754;2,005;18,754;20,05
20.11.2017;1,9278;1,9664;1,8892;0;2,0775;0;0;1,8892;2,0775;18,892;20,775
21.11.2017;1,9457;1,9846;1,9068;0;2,0814;0,1089;0;1,9068;2,0814;19,068;20,814
22.11.2017;1,9695;2,0089;1,9301;0;2,03;0;0;1,9301;2,03;19,301;20,3
23.11.2017;1,9826;2,0223;1,9429;0;2,15;0;0;1,9429;2,15;19,429;21,5
24.11.2017;2,0137;2,054;1,9734;0;2,1072;0,0697;0;1,9734;2,1072;19,734;21,072
25.11.2017;2,0585;2,0997;2,0173;0;2,1425;0;0;2,0173;2,1425;20,173;21,425
26.11.2017;2,0524;2,0934;2,0114;0;2,2237;0,1437;0;2,0114;2,2237;20,114;22,237
27.11.2017;2,0699;2,1113;2,0285;0;2,19;0;0;2,0285;2,19;20,285;21,9
28.11.2017;2,0634;2,1047;2,0221;0;2,105;0;0;2,0221;2,105;20,221;21,05
29.11.2017;2,0421;2,0829;2,0013;0;2,2725;0;0;2,0013;2,2725;20,013;22,725
30.11.2017;2,0576;2,0988;2,0164;0;2,175;0;0;2,0164;2,175;20,164;21,75
01.12.2017;2,0452;2,0861;2,0043;0;2,1686;0,0886;0;2,0043;2,1686;20,043;21,686
02.12.2017;2,0665;2,1078;2,0252;;2,15;;;2,0252;2,15;20,252;21,5
03.12.2017;2,0624;2,1036;2,0212;;2,225;0;;2,0212;2,225;20,212;22,25
04.12.2017;2,0699;2,1113;2,0285;;2,32;0;;2,0285;2,32;20,285;23,2
05.12.2017;2,1298;2,1724;2,0872;;2,2475;;;2,0872;2,2475;20,872;22,475
06.12.2017;2,1227;2,1652;2,0802;;2,2275;0;;2,0802;2,2275;20,802;22,275
07.12.2017;2,1232;2,1657;2,0807;;2,245;0;;2,0807;2,245;20,807;22,45
08.12.2017;2,1162;2,1585;2,0739;;2,2444;0,0744;;2,0739;2,2444;20,739;22,444
09.12.2017;2,1057;2,1478;2,0636;;2,2407;0,0957;;2,0636;2,2407;20,636;22,407
10.12.2017;2,1308;2,1734;2,0882;;2,3091;0,1341;;2,0882;2,3091;20,882;23,091
